,Unnamed: 0,uri,track_name,artist,explicit,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,popularity,lyrics
114,114,spotify:track:1PckUlxKqWQs3RlWXVBLw3,About Damn Time,Lizzo,True,0.836,0.743,10,-6.305,0.0656,0.0995,0.0,0.335,0.722,108.966,78,"[Intro]Anyway[Verse 1]It's bad bitch o'clock, yeah, it's thick-thirtyI've been through a lot, but I'm still flirty (Okay)Is everybody back up in the buildin'?It's been a minute, tell me how you're healin''Cause I'm about to get into my feelingsHow you feelin'? How you feel right now?[Pre-Chorus]Oh, I been so down and under pressureI'm way too fine to be this stressed, yeahOh, I'm not the girl I was or used to be, uhBitch, I might be better[Chorus]Turn up the music, turn down the lightsI got a feelin' I'm gon' be alrightOkay (Okay), alrightIt's about damn time (Time)Turn up the music, let's celebrate (Alright)I got a feelin' I'm gon' be okayOkay (Okay), alrightIt's about damn time"
115,115,spotify:track:5ww2BF9slyYgNOk37BlC4u,La Bachata,Manuel Turizo,False,0.835,0.679,7,-5.329,0.0364,0.583,1.98e-06,0.218,0.85,124.98,86,"[Letra de ""La Bachata""][Verso 1]Te bloqueé de Insta, pero por otra cuenta veo tus historias (Oh-oh-oh)Tu número lo borré; no sé pa' qué si me lo sé de memoriaMe hiciste daño, y así te extrañoY aunque sé que un día te voy a olvidarAún no lo hago, es complicadoTo' lo que hicimo' me gusta recordar[Coro]Ando manejando por las calles que me besasteOyendo las canciones que un día me dedicasteTe diría que volvieras, pero eso no se pideMejor le pido a Dios que me cuidePorque ando manejando por las calles que me besasteOyendo las canciones que un día me dedicasteTe diría que volvieras, pero eso no se pideMejor le pido a Dios que me cuide, eh[Verso 2]Que me cuide de otra que se parezca a tiNo quiero caer como hice por tiOjalá te enamore, te haga lo mismo que me hiciste a míTú me enseñaste a no amar a cualquieraY también cómo no quiero que me quieranNo-oh-oh, éramos tres en una relación de dosNo te perdono, pídele perdón a DiosDije que te olvidé y la verdad e' que yo-oh-ohYo-oh-oh"
116,116,spotify:track:0iCsRcu5mugWVlCMpD7wb1,K Toven,Kaliii,True,0.669,0.73,1,-8.574,0.206,0.354,0.00388,0.204,0.457,149.897,68,"[Intro]Kaliii[Chorus]Heard them bitches say they outsideWhere they at? We gon' slide (Where they at?)Runnin' through his bag like it's mineSaid I love him, I was lyin' (Haha)Got a whole squad full of dimes (What?)Who bombs? Not mine (Not mine)Bitch call my phone 'bout a nigga (Brrt)I got her mad (What?) I declined (Haha)[Verse 1]Ayy, this pussy gon' drive you wild (Yeah)Why broke bitches always so loud?Boy never got your kids, bitch, get your child (Haha)Don't touch my hair but we can get wild (Wild)Ayy, like dum, du-du-dum-dumEvery day, a new bitch mad, where you come from?Botched ass body, bitch built like a Dum DumPressed 'bout a broke nigga[Chorus]Heard them bitches say they outsideWhere they at? We gon' slide (Where they at?)Runnin' through his bag like it's mineSaid I love him, I was lyin' (Haha)Got a whole squad full of dimes (What?)Who bombs? Not mine (Not mine)Bitch call my phone 'bout a nigga (Brrt)I got her mad (What?) I declined (Uh-huh)"
120,120,spotify:track:7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,Megan Thee Stallion,True,0.814,0.628,7,-7.178,0.221,0.167,0.0,0.101,0.677,123.977,73,"[Intro: Dua Lipa](Mano)You've never been to Heaven, have you?(OG Parker)[Chorus: Dua Lipa & Megan Thee Stallion]Ooh, this the ride of your lifeHold on 'cause, baby, I mightI might just give you a bite of the sweetest pie (Yeah, yeah, yeah, ah)Ooh, baby, we can go fastI'll drive and you just lay backI got the flavour that lasts, yeah, the sweetest pie (Uh-huh, uh-huh)I might take you home with this, I might give you all of it (Yeah)Come get your dose of the sweetest pieOoh, this the ride of your lifeHold on 'cause, baby, I mightI might just give you a bite of the sweetest pie (Uh-huh, uh-huh)[Verse 1: Megan Thee Stallion]Baby, I'm the sweetest, pussy is the meanest (Yeah)Hot girl shit, but I'm cold every season (But I'm)Know he got that pipe, let him bust it 'til it's leakin' (Yeah, mwah)Booty like a pillow, he can use it while he's sleepin' (Look)Don't be goin' through my phone 'cause that's the old me (Old me)Ain't the only one tryna be my one and only (Tryna)Real thick, movin' slow, that body like codeineHe a player, but for Megan, he cuttin' the whole team (Hey, hey, hey, hey)That body lookin' nice (Lookin' nice)I got cake and I know he want a sliceI wish a nigga would try to put me on ice (Brrr)I ain't never had to chase dick in my life (Dick in my life)I like that nasty, that freaky stuff (Freaky stuff)Slip under my bed and keep me up (Hey)That Hansel and Gretel, let him eat me up (Ah)Uh, uh, uh, uh, uh"
121,121,spotify:track:2bdVgAQgosGUJoViVDNeOV,LIMBO,keshi,True,0.577,0.366,8,-11.792,0.0368,0.879,7.76e-05,0.137,0.0841,129.923,82,"[Intro]OohOoh-ooh-ooh-oohOoh-ooh-ooh-ooh, oohOoh-ooh, oohOoh-ooh-ooh-ooh, oohOoh-ooh, ooh[Verse 1]I just been goin' through motions, back and forth like a oceanI am a fraud, I am the shit, hoping that nobody noticeBang chest in the morning, head down in the nightDrink less if I wanted, strike up with the lightAnd square up, I’m the mightestMyself in the fight, hurt twice but I tried itNo advice for this shit, might die for this shitDo I feel alive, feel alive, feel alive?[Chorus]Feel more like limbo, hands out my windowChasin' that sunset, that's more my tempoYeah, that’s more my tempoOoh, but this is all that I amI only show you the best of meThe best of me"
122,122,spotify:track:6yFClefWHhbFQweL76gBAK,Quite A Shame,Besomorph,False,0.507,0.503,4,-7.848,0.0522,0.631,0.0,0.322,0.447,82.253,52,"[Verse 1]Well, isn't this just quite a shame?How we don't line up the sameIf you take me for a foolI pity you in many waysDid you think that I was blind?And I couldn't see the signs?Of you being intertwined, oh[Pre-Chorus]Once upon a time I made excuses for your uses, thinking we could have some funImagined how forever looked so good on us, but in the end you would up and run[Chorus]So baby, go and cry for me some moreBegging from your knees to say, ""I'm yours""It's hard to just forgive, forget the damage doneSo cry for me some moreI'm not gonna waste another tеarNot gonna let you in, won't let you nearIt's hard to just forgivе, forget the damage doneSo cry for me, my dear[Verse 2]You were great at promisesOnes you couldn't keep for usIf I only knew back thenWould've left you high and dryDid you have her just because?When I was more than enoughGot you playing with my heartNow I'll rip you all apart"
123,123,spotify:track:6xGruZOHLs39ZbVccQTuPZ,Glimpse of Us,Joji,False,0.44,0.317,8,-9.258,0.0531,0.891,4.78e-06,0.141,0.268,169.914,84,"[Verse 1]She'd take the world off my shouldersIf it was ever hard to moveShe'd turn the rain to a rainbowWhen I was living in the blueWhy then, if she's so perfectDo I still wish that it was you?Perfect don't mean that it's workin'So what can I do? (Ooh)[Pre-Chorus]When you're out of sightIn my mind[Chorus]'Cause sometimes, I look in her eyesAnd that's where I find a glimpse of usAnd I try to fall for her touchBut I'm thinkin' of the way it wasSaid I'm fine and said I moved onI'm only here passing time in her armsHopin' I'll find a glimpse of us[Verse 2]Tell me he savors your gloryDoes he laugh the way I did?Is this a part of your story?One that I had never livedMaybe one day, you'll feel lonelyAnd in his eyes, you'll get a glimpseMaybe you'll start slippin' slowly and find me again"
127,127,spotify:track:5IgjP7X4th6nMNDh4akUHb,Under The Influence,Chris Brown,True,0.733,0.69,9,-5.529,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,88,"[Intro]Kido, KidoK-K-Kido on the beat, better run it back[Verse 1]Fuckin' RobitussinI don't know why this shit got me lazy right now, yeahCan't do Percocets or Molly (Molly)I'm turnin' one, tryna live it up here right, right, right[Pre-Chorus]Baby, you canRide it, ooh, yeahBring it over to my placeAnd you be like""Baby, who cares?""But I know you careBring it over to my place[Chorus]You don't know what you did, did to meYour body lightweight, speaks to meI don't know what you did, did to meYour body lightweight, speaks to me[Post-Chorus]('Cane on it)YeahYeah (Yeah)"
129,129,spotify:track:6GGtHZgBycCgGBUhZo81xe,Say Yes To Heaven,Lana Del Rey,False,0.49,0.352,6,-11.577,0.0254,0.709,0.0856,0.114,0.166,99.992,89,"[Verse 1]If you dance, I'll danceAnd if you don't, I'll dance anywayGive peace a chanceLet the fear you have fall away[Pre-Chorus]I've got my eye on youI've got my eye on you[Chorus]Say yes to HeavenSay yes to meSay yes to HeavenSay yes to me[Verse 2]If you go, I'll stayYou come back, I'll be right hereLike a barge at seaIn the storm, I stay clear[Pre-Chorus]'Cause I've got my mind on youI've got my mind on you"
130,130,spotify:track:5MqU9NhTlMa3DxwEhE6z9J,25,RIELL,True,0.561,0.572,2,-6.303,0.156,0.143,0.0,0.0834,0.532,168.134,41,"[Verse 1]2 am drunk in the back of a New Year's partyIt's just me, Jack, Brandy, and a bit of BacardiNow I'm tryna remember what I forgot this yearHow did I come so far and still somehow end up here?I'm blacking out last year's resolutions in sharpie[Pre-Chorus]It's been the best and the worst three hundred sixty-fiveReasons why I'm unsure[Chorus]If I should laugh or if I should crySomething kinda fucked about twenty-fiveIt could be better, I should be better, IFall in and out of love with my lifeToo old to make it too young not to tryIt could be better; I should feel better, right?By twenty-fivе[Verse 2]Running late, slam my antis with coffeeHearing ‘bout how much my habits will cost meSo I spеnd all my money tryna fix my mindWhile I'm watching my friends settle down onlineI'm patiently waiting but it's taking its sweet damn timeFor my stars to align cause"
131,131,spotify:track:4zN21mbAuaD0WqtmaTZZeP,Ferrari,James Hype,False,0.847,0.69,1,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,83,"[Verse]Can I be honest?I still want your hands up on my bodyYou still make my heart beat fast, FerrariWith me in the wave, but in the mornin'Do you still want me?Can I be honest?I still want your hands up on my bodyYou still make my heart beat fast, FerrariWith me in the wave, but in the mornin'Do you still want me?[Build]Do you still want me?[Drop]Can I be honest?Do you still want me?Want me[Verse]Can I be honest?I still want your hands up on my bodyYou still make my heart beat fast, FerrariWith me in the wave, but in the mornin'Do you still want me?Can I be honest?I still want your hands up on my bodyYou still make my heart beat fast, FerrariWith me in the wave, but in the mornin'Do you still want me?"
133,133,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Late Night Talking,Harry Styles,False,0.714,0.728,10,-4.595,0.0468,0.298,0.0,0.106,0.901,114.996,86,"[Verse 1]Things haven't been quite the sameThere's a haze on the horizon, babeIt's only been a couple of days and I miss you, mmm, yeahWhen nothing really goes to planYou stub your toe or break your cameraI'll do everything I can to help you through[Pre-Chorus]If you're feeling down, I just wanna make you happier, babyWish I was around, I just wanna make you happier, baby[Chorus]We've been doin' all this late-night talkin''Bout anything you want until the morningNow you're in my lifeI can't get you off my mind[Verse 2]I've never been a fan of changeBut I'd follow you to any placeIf it's Hollywood or Bishopsgate, I'm coming, too[Pre-Chorus]If you're feeling down, I just wanna make you happier, babyWish I was around, I just wanna make you happiеr, baby"
136,136,spotify:track:0T5iIrXA4p5GsubkhuBIKV,Until I Found You,Stephen Sanchez,False,0.539,0.508,10,-6.05,0.0288,0.727,0.0,0.174,0.227,101.358,83,"[Verse 1: Stephen Sanchez]Georgia, wrap me up in all yourI want ya in my armsOh, let me hold yaI'll never let you go again like I didOh, I used to say[Chorus: Stephen Sanchez & Georgia Brown]I would never fall in love again until I found herI said I would never fall, unless it's you I fall intoI was lost within the darkness, but then I found herI found you[Verse 2: Stephen Sanchez & Georgia Brown]Georgia pulled me inI asked to love her once againYou fell, I caught yaI'll never let you go again like I didOh, I used to say[Chorus: Stephen Sanchez & Georgia Brown]I would never fall in love again until I found herI said I would never fall unless it's you I fall intoI was lost within the darkness, but then I found herI found you"
137,137,spotify:track:4pi1G1x8tl9VfdD9bL3maT,Big Energy,Latto,True,0.937,0.793,11,-4.431,0.115,0.0453,0.0,0.341,0.794,106.022,68,"[Intro]I got that big, big energy (Uh-huh)Got that real big energy (Energy)Hey, daddyWhen you gon' stop playin'? (Yeah)[Chorus]Bad bitch, I could be your fantasy (Yeah)I can tell you got big dick energy (Uh-huh)It ain't too many niggas that can handle me (Yeah)But I might let you try it off the Hennessy (Uh)Make 'em sing to this pussy like a melody (Make 'em sang)And if your bitch ain't right, I got the remedy (Ooh)It ain't too many niggas that can handle me (Ayy)Bad bitch, I could be your fantasy (Ayy, ayy)[Verse 1]Tell me how you want it (Huh?)Three, two, one and I'm on it (On it)Feel good, don't it? (Don't it?)Hood bitch, fuck you in a bonnet (Yeah)I'ma bust it on a pole like Onyx (Ooh)I'm just bein' honest (Uh-huh)Pussy juicy, Minutе Maid (Oh)But can't do it one minute, man (Hell no)Not a sidе or a mainI'm the only bitch he entertain (Yeah)Spendin' his mine in the bank (In the bank)I like what I see (Yeah)A boss like you need a boss like me (Uh-huh)Daddy from the street, so he move lowkeyTryna ride that mic' like karaoke (Oh)"
138,138,spotify:track:2pnc56RcJj9RVnpVGVmVKB,Memories,Coopex,False,0.59,0.668,11,-7.169,0.0949,0.506,3.94e-05,0.133,0.0857,127.87,41,"Sitting here at the place where we first metPraying for the time where we meet againYeah, I’ve tried everything just to numb the painHow can you go on like I’ve been erased?I can’t get you out of my mindThey say only time will heal meBut I would do anything, anything to feel freeI wanna feel alive for the nightForget I was ever brokenErase you from the memories, erasing all the memoriesAll these memoriesMakes it hard to breathCause I wanna be freeSo I erase, erase you from the memoriesEvery moment I think of you, I fall right backNeed a cut you off, burn the photographsMaybe you’re confused, it’s a big mistake‘Cause I’m here alone in this crowded place(I’m alone in this crowded place)I can’t get you out of my mindThey say only time will heal meBut I would do anything, anything to feel free"
139,139,spotify:track:3JvKfv6T31zO0ini8iNItO,Another Love,Tom Odell,True,0.445,0.537,4,-8.532,0.04,0.695,1.65e-05,0.0944,0.131,122.769,91,"[Verse 1]I wanna take you somewhere so you know I careBut it's so cold and I don't know whereI brought you daffodils in a pretty stringBut they won't flower like they did last springAnd I wanna kiss you, make you feel alrightI'm just so tired to share my nights[Pre-Chorus]I wanna cry and I wanna loveBut all my tears have been used up[Chorus]On another love, another loveAll my tears have been used upOn another love, another loveAll my tears have been used upOn another love, another loveAll my tears have been used upUp[Post-Chorus]Oh-oh-oh-oh-oh-oh-ohOh-oh-oh-oh-oh-oh-oh[Verse 2]And if somebody hurts you, I wanna fightBut my hand's been broken one too many timesSo I'll use my voice, I'll be so fucking rudeWords, they always win, but I know I'll loseAnd I'd sing a song that'd be just oursBut I sang 'em all to another heart"
143,143,spotify:track:3USxtqRwSYz57Ewm6wWRMp,Heat Waves,Glass Animals,False,0.761,0.525,11,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,90,"[Intro](Last night, all I think about is you)(Don't stop, baby, you can walk through)(Don't want, baby, think about you)(You know that I'm never gonna lose)Road shimmer wigglin' the visionHeat, heat waves, I'm swimmin' in a mirrorRoad shimmer wigglin' the visionHeat, heat waves, I'm swimmin' in a—[Chorus]Sometimes, all I think about is youLate nights in the middle of JuneHeat waves been fakin' me outCan't make you happier nowSometimes, all I think about is youLate nights in the middle of JuneHeat waves been fakin' me outCan't make you happier now[Verse 1]Usually, I put somethin' on TVSo we never think about you and meBut today, I see our reflections clearlyIn Hollywood, layin' on the screenYou just need a better life than thisYou need somethin' I can never giveFake water all across the roadIt's gone now, the night has come, but"
144,144,spotify:track:21szgNA72iLwvBxHQLgwBh,die first,Nessa Barrett,False,0.444,0.669,8,-6.727,0.125,0.0669,0.0,0.124,0.44,183.441,68,"[Verse 1]You're all I ever wantedSo, how come I'm still hauntedBy the thoughts inside my head?You love me, but no matter what you sayThere's only one of two waysThat this is gonna end[Pre-Chorus]Someone dies or someone gets hurtBut if one of us dies[Chorus]I hope I die first'Cause I don't wanna live without youI don't wanna ever learnHow to fall asleep without youTell me what's worseLosing you now or laterMaybe I can break the curseAnd I can be in love foreverIf I die[Verse 2]You're my fire and my safetyYou never mean to break meAnd that's why I'm afraid'Cause someday, everybody's leavingYou promise that you'll stayBut that's a promise you can't make"
146,146,spotify:track:1jEBSDN5vYViJQr78W7jr2,Light Switch,Charlie Puth,False,0.689,0.627,6,-5.692,0.308,0.105,0.000321,0.0905,0.905,184.008,79,"[Intro]Yeah[Verse 1]Why you callin' at 11:30When you only wanna do me dirty?But I hit right back'Cause you got that-that, yeahWhy you always wanna act like loversBut you never wanna be each others'?I say, ""Don't look back""But I go right back and[Pre-Chorus]All the sudden, I'm hypnotizedYou're the one that I can't denyEvery time that I say I'm gonna walk away[Chorus]You turn me on like a light switchWhen you're movin' your body around and aroundNow, I don't wanna fight this (No)You know how to just make me wantYou turn me on like a light switchWhen you're movin' your body around and aroundYou got me in a tight grip (Yeah)You know how to just make me want you, baby"
148,148,spotify:track:7fZBQnc0zXwVybgCIrQQil,Belly Dancer,Imanbek,False,0.845,0.797,1,-4.984,0.139,0.0582,5.57e-06,0.167,0.422,121.985,83,"[Intro]Hey, ladies drop it downJust want to see you touch the groundDon't be shy girl go bananzaShake ya body like a belly dancerHey ladies, drop it downJust want to see you touch the groundDon’t be shy girl go bananzaShake ya body like a belly dancer[Chorus]Hey ladies, drop it downJust want to see you touch the groundDon't be shy girl go bananzaShake ya body like a belly dancerHey ladies, drop it downJust want to see you touch the groundDon't be shy girl go bananzaShake ya body like a belly dancer[Verse 1]Yo, excuse me, beg your pardon girlDo you have any idea what you starting girlYou got me tingling, come to me minglingSteppin’ off lookin' bootylicious and jinglingWhеn you walk, I see it baby girlWhen you talk, I believе it baby girlI like that, thick-petite n' prettyLittle touch is a dittyLove to work the kitty like..."
150,150,spotify:track:4ZtFanR9U6ndgddUvNcjcG,good 4 u,Olivia Rodrigo,True,0.563,0.664,9,-5.044,0.154,0.335,0.0,0.0849,0.688,166.928,87,"[Intro](Ah)[Verse 1]Well, good for you, I guess you moved on really easilyYou found a new girl and it only took a couple weeksRemember when you said that you wanted to give me the world?(World)And good for you, I guess that you've been workin' on yourselfI guess that therapist I found for you, she really helpedNow you can be a better man for your brand-new girl (Girl)[Chorus]Well, good for youYou look happy and healthy, not meIf you ever cared to askGood for youYou're doin' great out there without me, babyGod, I wish that I could do thatI've lost my mind, I've spent the nightCryin' on the floor of my bathroomBut you're so unaffected, I really don't get itBut I guess good for you[Verse 2]Well, good for you, I guess you're gettin' everything you want (Ah)You bought a new car and your career's really takin' off (Ah)It's like we never even happenedBaby, what the fuck is up with that? (Ah)And good for you, it's like you never even met meRemember when you swore to God I was the onlyPerson who ever got you? Well, screw that, and screw youYou will never have to hurt the way you know that I do"
151,151,spotify:track:1SOClUWhOi8vHZYMz3GluK,Infinity,Jaymes Young,False,0.671,0.673,11,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,82,"[Intro](Oh-oh, oh-oh-oh)(Oh-oh, oh-oh-oh)[Verse 1]Baby, this love, I'll never let it dieCan't be touched by no oneI'd like to see them try (Oh-oh)I'm a mad man for your touch (Oh-oh)Girl, I've lost control (Oh-oh-oh)I'm gonna make this last forever (Oh-oh)Don't tell me it's impossible (Oh-oh-oh)[Chorus]'Cause I love you for infinity (Oh-oh-oh)I love you for infinity (Oh-oh-oh)'Cause I love you for infinity (Oh-oh-oh)I love you for infinity (Oh-oh-oh)[Verse 2]Oh, darling, my soulYou know it aches for yoursAnd you've been filling this holeSince you were born, oh'Cause you're the reason I believe in fate (Oh-oh)You're my paradise (Oh-oh-oh)And I'll do anything to be your love (Oh-oh)I'll be your sacrifice (Oh-oh-oh)"
154,154,spotify:track:1daDRI9ahBonbWD8YcxOIB,Angels Like You,Miley Cyrus,False,0.672,0.642,5,-4.035,0.0313,0.0981,0.0,0.1,0.494,121.981,90,"[Intro]Mmm, mmm, mmm[Verse 1]Flowers in hand, waiting for meEvery word in poetryWon't call me by name, only ""baby""The more that you give, the less that I needEveryone says I look happyWhen it feels right[Chorus]I know that you're wrong for meGonna wish we never met on the day I leaveI brought you down to your knees'Cause they say that misery loves companyIt's not your fault I ruin everythingAnd it's not your fault I can't be what you needBaby, angels like you can't fly down here with me[Post-Chorus]I'm everything they said I would beLa, la, laI'm everything they said I would be[Verse 2]I'll put you down slow, love you goodbyeBefore you let go, just one more timeTake off your clothes, pretend that it's fineA little more hurt won't kill youTonight, mother says you don't look happyClose your eyes"
156,156,spotify:track:0HqZX76SFLDz2aW8aiqi7G,Bones,Imagine Dragons,False,0.773,0.742,5,-3.678,0.046,0.0206,0.0,0.0754,0.571,114.071,82,"[Verse 1]Gimme, gimme, gimme some time to thinkI'm in the bathroom, looking at meFace in the mirror is all I need (Ooh-ooh)Wait until the reaper takes my lifeNever gonna get me out aliveI will live a thousand million lives (Ooh-ooh)[Pre-Chorus]My patience is waning, is this entertaining?Our patience is waning, is this entertaining?[Chorus]I-I-I got this feeling, yeah, you knowWhere I'm losing all control'Cause there's magic in my bonesI-I-I got this feeling in my soulGo ahead and throw your stones'Cause there's magic in my bones[Verse 2]Playin' with a stick of dynamitеThere was nevеr gray in black and whiteThere was never wrong 'til there was right (Ooh-ooh)Feelin' like a boulder hurtlin'Seein' all the vultures circlin'Burnin' in the flames, I'm workin' inTurnin' in a bed, that's darkenin'"
157,157,spotify:track:5bOYVyXylwoNLEcltPAqxD,Only You,Jaeger,False,0.616,0.79,11,-7.521,0.0772,0.0181,0.0,0.122,0.584,116.925,44,[Verse 1]I was hoping that you’d fall for meBut instead I realized (I realized)The only reason here for you to beIs to try and hurt my pride[Pre-Chorus]I just wanna tell you thatThat you can have my heart tonightYour hurting brings me back to lifeYeah you know how to do it rightI just wanna tell you thatThat you can have my heart tonightYour hurting brings me back to lifeYeah you know how to do it right[Chorus]Girl only youYou make me fall in love & then you break my heartTo put it back together again (again)You wanna hold me tight but then you let me fallTo hurt me one last time again[Verse 2]Baby I know you’re no good for me (no good)I can see it in your eyes (I realized)But lately I’ve been tryna’ live my lifeBut you turned it upside down
158,158,spotify:track:5CZ40GBx1sQ9agT82CLQCT,traitor,Olivia Rodrigo,False,0.38,0.339,3,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607,88,"[Intro]Ooh-ooh-oohAh-ah-ah-ah-ah[Verse 1]Brown guilty eyes and little white lies, yeahI played dumb, but I always knewThat you talked to her, maybe did even worseI kept quiet so I could keep you[Pre-Chorus]And ain't it funny how you ran to herThe second that we called it quits?And ain't it funny how you said you were friends?Now it sure as hell don't look like it[Chorus]You betrayed meAnd I know that you'll never feel sorryFor the way I hurt, yeahYou talked to her when we were togetherLoved you at your worst, but that didn't matterIt took you two weeks to go off and date herGuess you didn't cheat, but you're still a traitor[Verse 2]Now you bring her around just to shut me downShow her off like she's a new trophyAnd I know if you were true, there's no damn way that youCould fall in love with somebody that quickly"
163,163,spotify:track:4fouWK6XVHhzl78KzQ1UjL,abcdefu,GAYLE,True,0.695,0.54,4,-5.692,0.0493,0.299,0.0,0.367,0.415,121.932,82,"[Intro]Fuck you and your mom and your sister and your jobAnd your broke-ass car and that shit you call artFuck you and your friends that I'll never see againEverybody but your dog, you can all fuck off[Verse 1]I swear I meant to mean the best when it endedEven tried to bite my tongue when you start shitNow you're textin' all my friends asking questionsThey never even liked you in the first placeDated a girl that I hate for the attentionShe only made it two days, what a connectionIt's like you'd do anythin' for my affectionYou're goin' all about it in the worst ways[Pre-Chorus]I was into you, but I'm ovеr it nowAnd I was tryna be niceBut nothing's getting through, so lеt me spell it out[Chorus]A-B-C-D-E, F youAnd your mom and your sister and your jobAnd your broke-ass car and that shit you call artFuck you and your friends that I'll never see againEverybody but your dog, you can all fuck off"
168,168,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,I Was Never There,The Weeknd,False,0.323,0.737,10,-4.008,0.0338,0.142,0.000162,0.163,0.155,113.26,87,"[Verse]What makes a grown man wanna cry?(Cry, cry, cry, cry)What makes him wanna take his life?(Yeah)His happiness is never real(Real, real, real, real)And mindless sex is how he feels, ooh, he heals[Chorus]When it's time, when it's time, when it's timeIt won't matter (It don't matter)It won't matter (Matter)When it's time, when it's time, when it's time (Time, it's time, babe)It won't matter (It won't matter, babe)It won't matter (Ya)It was like he was never there(It was like he was never there)It was like he was gone in thin air, ohWhen it's time, when it's time, when it's time, oh, babyIt won't matter (It won't matter, baby)It won't matter[Post-Chorus]When it's time, when it's time, when it's timeIt won't matterIt won't matterWhen it's time, when it's time, when it's timeIt won't matterIt won't matterIt was like he was never thereIt was like he was gone in thin airWhen it's time, when it's time, when it's timeIt won't matter, it won't matter"
